Device36,,,,composite,,,c2,terminator2,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device37,,,,composite,,,promoter1,rbs1,c3,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device38,,,,composite,,,promoter2,rbs1,c3,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device39,,,,composite,,,rbs1,c3,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device40,,,,composite,,,promoter1,c3,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device41,,,,composite,,,promoter2,c3,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device42,,,,composite,,,c3,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device43,,,,composite,,,promoter1,rbs1,c1,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device44,,,,composite,,,promoter2,rbs1,c1,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device45,,,,composite,,,rbs1,c1,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device46,,,,composite,,,promoter1,c1,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device47,,,,composite,,,promoter2,c1,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device48,,,,composite,,,c1,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device49,,,,composite,,,promoter1,rbs1,c2,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device50,,,,composite,,,promoter2,rbs1,c2,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device51,,,,composite,,,rbs1,c2,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device52,,,,composite,,,promoter1,c2,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device53,,,,composite,,,promoter2,c2,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device54,,,,composite,,,c2,terminator3,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device55,,,,composite,,,promoter1,rbs1,c3,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device56,,,,composite,,,promoter2,rbs1,c3,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device57,,,,composite,,,rbs1,c3,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device58,,,,composite,,,promoter1,c3,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device59,,,,composite,,,promoter2,c3,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device60,,,,composite,,,c3,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device61,,,,composite,,,promoter1,rbs1,c1,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device62,,,,composite,,,promoter2,rbs1,c1,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device63,,,,composite,,,rbs1,c1,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device64,,,,composite,,,promoter1,c1,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device65,,,,composite,,,promoter2,c1,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device66,,,,composite,,,c1,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device67,,,,composite,,,promoter1,rbs1,c2,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device68,,,,composite,,,promoter2,rbs1,c2,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device69,,,,composite,,,rbs1,c2,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device70,,,,composite,,,promoter1,c2,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device71,,,,composite,,,promoter2,c2,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device72,,,,composite,,,c2,terminator1,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device73,,,,composite,,,promoter1,rbs1,c3,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device74,,,,composite,,,promoter2,rbs1,c3,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device75,,,,composite,,,rbs1,c3,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device76,,,,composite,,,promoter1,c3,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device77,,,,composite,,,promoter2,c3,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device78,,,,composite,,,c3,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device79,,,,composite,,,promoter1,rbs1,c1,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device80,,,,composite,,,promoter2,rbs1,c1,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device81,,,,composite,,,rbs1,c1,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device82,,,,composite,,,promoter1,c1,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device83,,,,composite,,,promoter2,c1,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device84,,,,composite,,,c1,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device85,,,,composite,,,promoter1,rbs1,c2,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device86,,,,composite,,,promoter2,rbs1,c2,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device87,,,,composite,,,rbs1,c2,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device88,,,,composite,,,promoter1,c2,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device89,,,,composite,,,promoter2,c2,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device90,,,,composite,,,c2,terminator2,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device91,,,,composite,,,promoter1,rbs1,c3,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device92,,,,composite,,,promoter2,rbs1,c3,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device93,,,,composite,,,rbs1,c3,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device94,,,,composite,,,promoter1,c3,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device95,,,,composite,,,promoter2,c3,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device96,,,,composite,,,c3,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device97,,,,composite,,,promoter1,rbs1,c1,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device98,,,,composite,,,promoter2,rbs1,c1,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device99,,,,composite,,,rbs1,c1,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device100,,,,composite,,,promoter1,c1,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device101,,,,composite,,,promoter2,c1,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device102,,,,composite,,,c1,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device103,,,,composite,,,promoter1,rbs1,c2,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device104,,,,composite,,,promoter2,rbs1,c2,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1
Device105,,,,composite,,,rbs1,c2,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device106,,,,composite,,,promoter1,c2,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device107,,,,composite,,,promoter2,c2,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device108,,,,composite,,,c2,terminator3,promoter2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device109,,,,composite,,,promoter1,rbs1,c3,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device110,,,,composite,,,promoter2,rbs1,c3,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device111,,,,composite,,,rbs1,c3,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device112,,,,composite,,,promoter1,c3,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device113,,,,composite,,,promoter2,c3,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device114,,,,composite,,,c3,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,,
Device115,,,,composite,,,promoter1,rbs1,c1,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device116,,,,composite,,,promoter2,rbs1,c1,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device117,,,,composite,,,rbs1,c1,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device118,,,,composite,,,promoter1,c1,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device119,,,,composite,,,promoter2,c1,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device120,,,,composite,,,c1,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,,
Device121,,,,composite,,,promoter1,rbs1,c2,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device122,,,,composite,,,promoter2,rbs1,c2,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device123,,,,composite,,,rbs1,c2,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device124,,,,composite,,,promoter1,c2,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device125,,,,composite,,,promoter2,c2,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device126,,,,composite,,,c2,terminator1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,,
Device127,,,,composite,,,promoter1,rbs1,c3,terminator2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device128,,,,composite,,,promoter2,rbs1,c3,terminator2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device129,,,,composite,,,rbs1,c3,terminator2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device130,,,,composite,,,promoter1,c3,terminator2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device131,,,,composite,,,promoter2,c3,terminator2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device132,,,,composite,,,c3,terminator2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,,
Device133,,,,composite,,,promoter1,rbs1,c1,terminator2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device134,,,,composite,,,promoter2,rbs1,c1,terminator2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
Device135,,,,composite,,,rbs1,c1,terminator2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device136,,,,composite,,,promoter1,c1,terminator2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device137,,,,composite,,,promoter2,c1,terminator2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,
Device138,,,,composite,,,c1,terminator2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,,,
Device139,,,,composite,,,promoter1,rbs1,c2,terminator2,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,promoter1,rbs1,c3,terminator1,
